,Source,Start_Lat,Start_Lng,Distance(mi),Side,City,State,Timezone,Airport_Code,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Severity_of_accidents,year_recorded,month_recorded,day_recorded,diff_hours,diff_minutes
32145,MapQuest,38.663658,-121.29229699999999,0.0,R,Fair Oaks,CA,US/Pacific,KMHR,59.0,,67.0,30.0,10.0,South,4.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,3,30,1.0,60.0
2761351,Bing,37.74219,-121.52563400000001,0.0,R,Tracy,CA,US/Pacific,KSCK,83.0,83.0,19.0,29.83,10.0,NW,6.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2020,5,11,1.2091666666666667,72.55
1881022,MapQuest,26.54632,-81.868034,0.0,R,Fort Myers,FL,US/Eastern,KFMY,78.1,,58.0,30.12,10.0,ESE,11.5,Clear,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2018,5,10,0.9938888888888889,59.63333333333333
731424,MapQuest,30.462721000000002,-91.035301,0.0,R,Baton Rouge,LA,US/Central,KBTR,68.0,68.0,81.0,29.68,5.0,S,14.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,2,24,1.0141666666666667,60.85
1791894,MapQuest,34.913952,-82.107651,0.0,R,Duncan,SC,US/Eastern,KGSP,88.0,,45.0,29.96,10.0,East,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,7,26,0.4961111111111111,29.766666666666666
1511930,MapQuest,34.819607,-82.252937,0.0,L,Simpsonville,SC,US/Eastern,KGYH,48.2,,100.0,30.1,3.0,NE,13.8,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,11,9,0.9908333333333333,59.45
2460313,MapQuest,39.684703999999996,-104.959457,0.0,R,Denver,CO,US/Mountain,KAPA,55.9,,75.0,30.18,10.0,South,3.5,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,Day,2,2017,8,22,0.5116666666666667,30.7
2962870,Bing,42.16415,-122.65213999999999,0.0,R,Ashland,OR,US/Pacific,KMFR,32.0,32.0,96.0,28.25,0.5,CALM,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,1,16,4.0,240.0
2891869,Bing,33.27729,-111.7898,0.0,R,Chandler,AZ,US/Mountain,KCHD,81.0,81.0,17.0,28.46,10.0,S,7.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2020,4,3,1.0827777777777778,64.96666666666667
2375411,MapQuest,38.018757,-121.937096,0.0,R,Pittsburg,CA,US/Pacific,KCCR,68.0,,61.0,29.81,10.0,South,19.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,9,14,0.49527777777777776,29.716666666666665
274162,MapQuest,30.232385999999998,-97.720421,0.0,R,Austin,TX,US/Central,KAUS,66.9,,93.0,30.17,10.0,Calm,,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,Night,1,2016,10,24,0.9966666666666667,59.8
1332471,MapQuest,37.679573,-122.136894,0.0,L,San Lorenzo,CA,US/Pacific,KHWD,42.1,,73.0,29.79,10.0,Calm,,Mostly Cloudy,False,False,True,True,False,False,False,False,False,False,False,True,Night,1,2019,2,5,0.49194444444444446,29.516666666666666
1413894,MapQuest,42.742271,-73.697624,0.0,R,Watervliet,NY,US/Eastern,KALB,9.0,-0.9,77.0,29.86,0.2,NNW,5.8,Heavy Snow,False,False,False,False,True,False,False,False,False,False,False,False,Night,2,2019,1,20,0.48694444444444446,29.216666666666665
265356,MapQuest,32.939629,-96.821938,0.45,R,Dallas,TX,US/Central,KADS,19.4,12.8,68.0,30.75,13.0,NW,4.6,Clear,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2016,12,19,0.4955555555555556,29.733333333333334
2270123,MapQuest,40.101246,-75.19207,2.29999995232,R,Oreland,PA,US/Eastern,KLOM,24.8,,93.0,30.08,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2017,11,24,0.745,44.7
912996,MapQuest,38.581581,-121.41066699999999,0.0,R,Sacramento,CA,US/Pacific,KMCC,41.0,29.0,93.0,29.42,3.0,SSE,35.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,11,26,1.1630555555555555,69.78333333333333
2228540,MapQuest,39.270809,-123.24256899999999,0.0,R,Willits,CA,US/Pacific,KUKI,44.1,,85.0,29.98,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,11,1,0.4861111111111111,29.166666666666668
2845469,Bing,38.130133,-121.33423300000001,0.0,L,Lodi,CA,US/Pacific,KSCK,61.0,61.0,58.0,29.93,10.0,N,3.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,8,1.5416666666666667,92.5
1087471,MapQuest,37.346958,-121.85888700000001,0.0,R,San Jose,CA,US/Pacific,KRHV,61.0,61.0,68.0,29.82,10.0,CALM,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2019,8,13,1.2766666666666666,76.6
415108,MapQuest,33.805141,-84.413338,0.01,R,Atlanta,GA,US/Eastern,KFTY,64.0,,93.0,29.74,8.0,East,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,5,4,0.4925,29.55
2575145,Bing,40.98493,-73.83861999999999,0.386,R,Yonkers,NY,US/Eastern,KHPN,75.9,,85.0,29.91,8.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,7,28,6.0,360.0
623731,MapQuest,47.372433,-122.201027,0.0,R,Kent,WA,US/Pacific,KSEA,55.0,55.0,57.0,29.82,10.0,ENE,3.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2020,4,16,2.995833333333333,179.75
436650,MapQuest,38.556785999999995,-121.36613500000001,0.0,L,Sacramento,CA,US/Pacific,KMHR,68.0,,52.0,29.81,10.0,SSW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,5,7,0.49722222222222223,29.833333333333332
2876290,Bing,37.49268,-77.48839,0.0,R,Richmond,VA,US/Eastern,KFCI,57.0,57.0,62.0,29.73,10.0,VAR,5.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2020,3,26,0.375,22.5
1563093,MapQuest,43.077255,-83.69903599999999,0.0,L,Flint,MI,US/Eastern,KFNT,62.1,,75.0,30.01,10.0,NNW,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,10,4,0.745,44.7
1169639,MapQuest,45.159191,-93.391624,0.0,R,Champlin,MN,US/Central,KMIC,66.0,66.0,36.0,29.05,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2019,5,15,0.9944444444444445,59.666666666666664
905815,MapQuest,29.814119,-95.37574000000001,0.0,R,Houston,TX,US/Central,KMCJ,61.0,61.0,72.0,29.94,10.0,N,17.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2019,11,22,1.0130555555555556,60.78333333333333
2044018,MapQuest,34.172241,-118.388901,0.0,R,Valley Village,CA,US/Pacific,KBUR,69.1,,51.0,29.96,10.0,SE,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,3,29,0.7452777777777778,44.71666666666667
2084230,MapQuest,35.906139,-78.786057,0.0,R,Raleigh,NC,US/Eastern,KRDU,46.0,41.0,66.0,30.25,10.0,East,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,2,17,0.9880555555555556,59.28333333333333
1558098,MapQuest,35.205082,-80.718124,0.0,R,Charlotte,NC,US/Eastern,KEQY,72.0,,76.0,30.16,10.0,Calm,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,Night,1,2018,10,2,0.49527777777777776,29.716666666666665
451881,MapQuest,30.070288,-97.686134,0.0,R,Buda,TX,US/Central,KAUS,73.9,,87.0,29.79,10.0,SW,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,5,17,0.7461111111111111,44.766666666666666
112603,MapQuest,33.766791999999995,-117.795197,0.01,R,Santa Ana,CA,US/Pacific,KSNA,63.0,,75.0,29.84,10.0,WSW,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,6,6,0.75,45.0
1138395,MapQuest,34.419964,-119.670616,0.0,R,Santa Barbara,CA,US/Pacific,KSBA,64.0,64.0,78.0,29.88,10.0,W,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,6,25,0.4938888888888889,29.633333333333333
2881826,Bing,38.011395,-120.417907,0.0,R,Sonora,CA,US/Pacific,KO22,45.0,45.0,100.0,27.88,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,29,0.8627777777777778,51.766666666666666
2947977,Bing,34.028042,-118.27450800000001,0.0,R,Los Angeles,CA,US/Pacific,KCQT,68.0,68.0,42.0,29.71,10.0,WSW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,3,3,0.8755555555555555,52.53333333333333
52580,MapQuest,34.036644,-118.286247,0.0,R,Los Angeles,CA,US/Pacific,KCQT,73.0,,73.0,29.85,10.0,Calm,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2016,7,30,0.9269444444444445,55.61666666666667
3077150,Bing,34.924563,-117.329916,0.0,R,Hinkley,CA,US/Pacific,KDAG,86.0,86.0,6.0,27.79,10.0,NE,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,10,13,1.2519444444444445,75.11666666666666
1724031,MapQuest,37.732742,-120.8396,0.0,R,Oakdale,CA,US/Pacific,KMOD,64.0,,70.0,29.84,5.0,NW,10.4,Haze,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,8,20,0.49694444444444447,29.816666666666666
3231059,Bing,32.695890000000006,-96.75095,0.618,R,Dallas,TX,US/Central,KRBD,64.0,,87.0,29.89,10.0,NNW,8.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,10,31,0.4913888888888889,29.483333333333334
3144317,Bing,39.378859999999996,-76.44985,0.376,R,Nottingham,MD,US/Eastern,KMTN,90.0,90.0,55.0,29.88,10.0,WSW,6.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,9,4,0.49416666666666664,29.65
987150,MapQuest,29.5949,-98.43537099999999,0.0,R,San Antonio,TX,US/Central,KSAT,88.0,88.0,61.0,29.15,10.0,SSE,13.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2019,8,19,1.0030555555555556,60.18333333333333
3110670,Bing,38.663123999999996,-121.38271999999999,0.0,R,North Highlands,CA,US/Pacific,KMCC,75.0,75.0,27.0,29.95,10.0,WNW,3.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Night,1,2019,11,7,1.1958333333333333,71.75
1442320,MapQuest,30.248409000000002,-81.593506,0.0,R,Jacksonville,FL,US/Eastern,KNIP,66.0,,90.0,29.98,10.0,NW,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,12,3,0.4911111111111111,29.466666666666665
191149,MapQuest,43.010193,-83.689369,0.0,R,Flint,MI,US/Eastern,KFNT,81.0,,74.0,29.95,10.0,WSW,9.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,8,25,1.3502777777777777,81.01666666666667
725336,MapQuest,41.212353,-96.091202,0.0,R,Omaha,NE,US/Central,KMLE,12.0,12.0,67.0,29.68,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2020,2,20,0.49444444444444446,29.666666666666668
2709658,Bing,25.85225,-80.20814,0.541,R,Miami,FL,US/Eastern,KOPF,82.9,,82.0,30.01,10.0,SW,4.6,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2017,7,17,6.0,360.0
2445308,MapQuest,45.530922,-122.579025,0.0,L,Portland,OR,US/Pacific,KPDX,80.1,,32.0,29.92,10.0,NNW,8.1,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,Day,1,2017,8,15,0.4886111111111111,29.316666666666666
461821,MapQuest,33.879982,-117.605278,0.0,R,Corona,CA,US/Pacific,KAJO,57.9,,84.0,29.84,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,6,19,0.4936111111111111,29.616666666666667
1984770,MapQuest,36.133484,-95.815422,0.0,R,Tulsa,OK,US/Central,KTUL,66.9,,61.0,29.68,10.0,South,16.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,2,28,0.49472222222222223,29.683333333333334
251912,MapQuest-Bing,39.192295,-74.824471,0.0,R,Woodbine,NJ,US/Eastern,KMIV,87.1,,69.0,29.72,10.0,SW,8.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,8,6,0.5,30.0
2595013,Bing,34.51078,-118.11133999999998,2.705,R,Palmdale,CA,US/Pacific,KPMD,39.0,,86.0,29.88,10.0,Calm,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Night,1,2016,12,31,6.0,360.0
1737086,MapQuest,30.895742,-87.793251,0.0,R,Bay Minette,AL,US/Central,KBFM,86.0,,77.0,30.13,10.0,East,5.8,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2018,8,27,0.4938888888888889,29.633333333333333
2576624,Bing,43.126293,-92.874172,1.656,L,Rudd,IA,US/Central,KCCY,32.0,20.5,87.0,30.28,10.0,South,18.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2016,4,5,7.065833333333333,423.95
740037,MapQuest-Bing,37.999736999999996,-122.32248700000001,0.0,R,San Pablo,CA,US/Pacific,KCCR,62.0,62.0,53.0,30.1,10.0,N,6.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,2,28,1.9011111111111112,114.06666666666666
1846554,MapQuest,39.254124,-84.44369499999999,0.0,R,Cincinnati,OH,US/Eastern,KLUK,69.1,,90.0,30.06,10.0,NNE,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,6,25,0.4975,29.85
469092,MapQuest,33.846484999999994,-84.247078,0.0,R,Tucker,GA,US/Eastern,KPDK,91.9,,45.0,29.92,10.0,WNW,9.2,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,6,15,0.4922222222222222,29.533333333333335
829501,MapQuest,44.42326,-88.10382800000001,0.0,R,De Pere,WI,US/Central,KGRB,35.0,35.0,92.0,29.31,9.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,10,18,0.7461111111111111,44.766666666666666
694586,MapQuest,41.162079,-112.023224,0.0,R,Ogden,UT,US/Mountain,KOGD,23.0,9.0,78.0,25.16,2.0,NW,17.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,2,3,1.8083333333333333,108.5
262496,MapQuest,32.850479,-96.569969,0.01,R,Garland,TX,US/Central,KHQZ,51.8,,76.0,30.0,10.0,North,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,Day,2,2016,12,6,1.4930555555555556,89.58333333333333
1435174,MapQuest,35.815708,-78.69467900000001,0.0,L,Raleigh,NC,US/Eastern,KRDU,37.0,26.4,41.0,30.09,10.0,WSW,20.7,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2019,1,30,0.49694444444444447,29.816666666666666
665695,MapQuest,36.183319,-120.69983700000002,0.0,L,San Ardo,CA,US/Pacific,KPRB,35.0,35.0,96.0,29.36,1.0,NE,3.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,1,17,1.4966666666666666,89.8
2412184,MapQuest,39.7794,-86.269798,0.0,R,Indianapolis,IN,US/Eastern,KEYE,73.9,,91.0,29.85,5.0,NE,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,7,28,0.49666666666666665,29.8
1166816,MapQuest,35.059933,-80.77005799999999,0.0,R,Charlotte,NC,US/Eastern,KEQY,61.0,61.0,52.0,29.25,10.0,ENE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,5,14,2.698611111111111,161.91666666666666
1460379,MapQuest,47.268786999999996,-121.25943000000001,0.0,R,Cle Elum,WA,US/Pacific,KSMP,30.9,21.2,89.0,29.92,0.5,West,12.7,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,12,12,0.4891666666666667,29.35
3357687,Bing,33.843759999999996,-118.20603,0.47,R,Long Beach,CA,US/Pacific,KLGB,75.9,,11.0,30.05,10.0,NNW,8.1,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,2,2018,2,16,6.0,360.0
3400883,Bing,34.00071,-117.84493,0.39399999999999996,R,Walnut,CA,US/Pacific,KPOC,57.2,,55.0,29.97,10.0,North,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2017,11,27,6.0,360.0
2620081,Bing,34.49689,-118.218523,0.039,R,Acton,CA,US/Pacific,KPMD,63.0,,23.0,29.87,10.0,SSW,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,7,11,6.0,360.0
2538953,Bing,35.146679,-80.81915500000001,0.0,R,Charlotte,NC,US/Eastern,KCLT,46.9,,30.0,30.31,10.0,NE,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,11,22,6.0,360.0
1064330,MapQuest,33.884037,-117.63906899999999,0.0,R,Corona,CA,US/Pacific,KAJO,64.0,,96.0,29.39,5.0,,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,7,31,1.0875,65.25
1755922,MapQuest,35.103981,-80.930901,0.0,R,Charlotte,NC,US/Eastern,KCLT,72.0,,97.0,30.15,1.0,SE,10.4,Heavy Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,7,6,0.9922222222222222,59.53333333333333
663339,MapQuest,36.970524,-121.873421,0.0,R,Aptos,CA,US/Pacific,KWVI,43.0,43.0,93.0,29.87,10.0,N,3.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,1,16,1.1602777777777777,69.61666666666666
3473416,Bing,33.42214,-111.89137,0.32299999999999995,R,Tempe,AZ,US/Mountain,KPHX,103.0,103.0,6.0,28.54,10.0,SSW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,6,12,0.43805555555555553,26.283333333333335
499616,MapQuest,33.366946999999996,-81.996048,0.0,L,Augusta,GA,US/Eastern,KAGS,90.0,,63.0,30.2,10.0,Variable,3.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,7,13,0.7430555555555556,44.583333333333336
982209,MapQuest,42.884434000000006,-71.480209,0.0,R,Merrimack,NH,US/Eastern,KMHT,69.0,69.0,45.0,29.86,10.0,ENE,7.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,9,17,2.992777777777778,179.56666666666666
964640,MapQuest,39.110008,-76.57527900000001,0.0,R,Pasadena,MD,US/Eastern,KBWI,81.0,81.0,44.0,29.72,10.0,WNW,9.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,Day,1,2019,9,7,2.2802777777777776,136.81666666666666
721038,MapQuest,44.947887,-93.102928,0.0,R,Saint Paul,MN,US/Central,KSTP,18.0,4.0,71.0,29.45,8.0,WNW,14.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,Day,2,2020,2,18,1.0061111111111112,60.36666666666667
2245330,MapQuest,30.736664,-97.692368,0.0,R,Georgetown,TX,US/Central,KGTU,51.1,,86.0,30.28,10.0,NE,4.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2017,11,10,0.4905555555555556,29.433333333333334
1428820,MapQuest,45.010040000000004,-93.175797,0.0,R,Saint Paul,MN,US/Central,KSTP,3.9,-13.7,50.0,29.92,10.0,SE,13.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,1,27,0.49416666666666664,29.65
2846640,Bing,33.87617,-118.16856999999999,0.0,R,Long Beach,CA,US/Pacific,KLGB,57.0,57.0,62.0,30.04,10.0,NNW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2020,3,9,0.5330555555555555,31.983333333333334
2280220,MapQuest,30.257305,-81.437141,0.0,R,Jacksonville,FL,US/Eastern,KCRG,,,,30.19,,North,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,11,29,0.7372222222222222,44.233333333333334
8794,MapQuest,38.643448,-121.36543999999999,0.01,R,Sacramento,CA,US/Pacific,KMCC,33.8,30.8,100.0,30.35,5.0,NNW,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,12,28,0.4786111111111111,28.716666666666665
1208310,MapQuest,34.067696000000005,-117.59396399999999,0.0,R,Ontario,CA,US/Pacific,KONT,79.0,79.0,40.0,28.86,10.0,WSW,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,5,3,1.4844444444444445,89.06666666666666
1429465,MapQuest,40.341949,-76.616966,0.0,R,Palmyra,PA,US/Eastern,KMUI,20.3,,52.0,30.09,10.0,Calm,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,1,28,0.49694444444444447,29.816666666666666
666455,MapQuest,36.1329,-95.948898,0.0,R,Tulsa,OK,US/Central,KTUL,47.0,40.0,34.0,29.64,10.0,N,17.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,1,18,0.7836111111111111,47.016666666666666
2771815,Bing,33.869015000000005,-117.73057299999999,0.0,R,Yorba Linda,CA,US/Pacific,KAJO,84.0,84.0,44.0,29.26,10.0,WNW,15.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,5,16,0.9277777777777778,55.666666666666664
3342831,Bing,40.77174,-73.87563,0.23199999999999998,R,Flushing,NY,US/Eastern,KLGA,37.0,25.6,50.0,29.74,10.0,WNW,24.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,3,16,6.0,360.0
3245178,Bing,43.04657,-88.25608000000001,0.8740000000000001,R,Pewaukee,WI,US/Central,KUES,41.0,35.8,93.0,29.48,5.0,WSW,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,11,24,0.49944444444444447,29.966666666666665
